case_id,family,subfamily,movement_mode,momentum_ticks,gap_blocks,delta_y,ceiling_height,wall_width,wall_offset,expected_reachable,landing_x,apex_y,margin,notes
linear-descend-walk-mm3-gap3-dym2p0,linear,descend,walk,3,3,-2.0,,,,True,4.3055828239856835,1.2522033525119995,1.1055828239856833,
linear-flat-walk-mm3-gap4-dy0p0,linear,flat,walk,3,4,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm3-gap4-dy1p0,linear,ascend,walk,3,4,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap4-dym1p0,linear,descend,walk,3,4,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap4-dym2p0,linear,descend,walk,3,4,-2.0,,,,True,4.3055828239856835,1.2522033525119995,0.1055828239856833,
linear-flat-walk-mm3-gap5-dy0p0,linear,flat,walk,3,5,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm3-gap5-dy1p0,linear,ascend,walk,3,5,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap5-dym1p0,linear,descend,walk,3,5,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap5-dym2p0,linear,descend,walk,3,5,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm3-gap6-dy0p0,linear,flat,walk,3,6,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm3-gap6-dy1p0,linear,ascend,walk,3,6,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap6-dym1p0,linear,descend,walk,3,6,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap6-dym2p0,linear,descend,walk,3,6,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm3-gap7-dy0p0,linear,flat,walk,3,7,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm3-gap7-dy1p0,linear,ascend,walk,3,7,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap7-dym1p0,linear,descend,walk,3,7,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm3-gap7-dym2p0,linear,descend,walk,3,7,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm4-gap0-dy0p0,linear,flat,walk,4,0,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm4-gap0-dy1p0,linear,ascend,walk,4,0,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap0-dym1p0,linear,descend,walk,4,0,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap0-dym2p0,linear,descend,walk,4,0,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm4-gap1-dy0p0,linear,flat,walk,4,1,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm4-gap1-dy1p0,linear,ascend,walk,4,1,1.0,,,,True,2.790730289092578,1.2522033525119995,1.5907302890925779,
linear-descend-walk-mm4-gap1-dym1p0,linear,descend,walk,4,1,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap1-dym2p0,linear,descend,walk,4,1,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm4-gap2-dy0p0,linear,flat,walk,4,2,0.0,,,,True,3.5531393462694942,1.2522033525119995,1.353139346269494,
linear-ascend-walk-mm4-gap2-dy1p0,linear,ascend,walk,4,2,1.0,,,,True,2.790730289092578,1.2522033525119995,0.5907302890925776,
linear-descend-walk-mm4-gap2-dym1p0,linear,descend,walk,4,2,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap2-dym2p0,linear,descend,walk,4,2,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm4-gap3-dy0p0,linear,flat,walk,4,3,0.0,,,,True,3.5531393462694942,1.2522033525119995,0.35313934626949406,
linear-ascend-walk-mm4-gap3-dy1p0,linear,ascend,walk,4,3,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap3-dym1p0,linear,descend,walk,4,3,-1.0,,,,True,4.02618873877936,1.2522033525119995,0.8261887387793596,
linear-descend-walk-mm4-gap3-dym2p0,linear,descend,walk,4,3,-2.0,,,,True,4.402464723003673,1.2522033525119995,1.202464723003673,
linear-flat-walk-mm4-gap4-dy0p0,linear,flat,walk,4,4,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm4-gap4-dy1p0,linear,ascend,walk,4,4,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap4-dym1p0,linear,descend,walk,4,4,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap4-dym2p0,linear,descend,walk,4,4,-2.0,,,,True,4.402464723003673,1.2522033525119995,0.2024647230036729,
linear-flat-walk-mm4-gap5-dy0p0,linear,flat,walk,4,5,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm4-gap5-dy1p0,linear,ascend,walk,4,5,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap5-dym1p0,linear,descend,walk,4,5,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap5-dym2p0,linear,descend,walk,4,5,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm4-gap6-dy0p0,linear,flat,walk,4,6,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm4-gap6-dy1p0,linear,ascend,walk,4,6,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap6-dym1p0,linear,descend,walk,4,6,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap6-dym2p0,linear,descend,walk,4,6,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm4-gap7-dy0p0,linear,flat,walk,4,7,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm4-gap7-dy1p0,linear,ascend,walk,4,7,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap7-dym1p0,linear,descend,walk,4,7,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm4-gap7-dym2p0,linear,descend,walk,4,7,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm5-gap0-dy0p0,linear,flat,walk,5,0,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm5-gap0-dy1p0,linear,ascend,walk,5,0,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap0-dym1p0,linear,descend,walk,5,0,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap0-dym2p0,linear,descend,walk,5,0,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm5-gap1-dy0p0,linear,flat,walk,5,1,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm5-gap1-dy1p0,linear,ascend,walk,5,1,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap1-dym1p0,linear,descend,walk,5,1,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap1-dym2p0,linear,descend,walk,5,1,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm5-gap2-dy0p0,linear,flat,walk,5,2,0.0,,,,True,3.599018796804477,1.2522033525119995,1.399018796804477,
linear-ascend-walk-mm5-gap2-dy1p0,linear,ascend,walk,5,2,1.0,,,,True,2.828192861411685,1.2522033525119995,0.628192861411685,
linear-descend-walk-mm5-gap2-dym1p0,linear,descend,walk,5,2,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap2-dym2p0,linear,descend,walk,5,2,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm5-gap3-dy0p0,linear,flat,walk,5,3,0.0,,,,True,3.599018796804477,1.2522033525119995,0.39901879680447694,
linear-ascend-walk-mm5-gap3-dy1p0,linear,ascend,walk,5,3,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap3-dym1p0,linear,descend,walk,5,3,-1.0,,,,True,4.076245156783275,1.2522033525119995,0.8762451567832752,
linear-descend-walk-mm5-gap3-dym2p0,linear,descend,walk,5,3,-2.0,,,,True,4.4553622398674975,1.2522033525119995,1.2553622398674973,
linear-flat-walk-mm5-gap4-dy0p0,linear,flat,walk,5,4,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm5-gap4-dy1p0,linear,ascend,walk,5,4,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap4-dym1p0,linear,descend,walk,5,4,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap4-dym2p0,linear,descend,walk,5,4,-2.0,,,,True,4.4553622398674975,1.2522033525119995,0.2553622398674973,
linear-flat-walk-mm5-gap5-dy0p0,linear,flat,walk,5,5,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm5-gap5-dy1p0,linear,ascend,walk,5,5,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap5-dym1p0,linear,descend,walk,5,5,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap5-dym2p0,linear,descend,walk,5,5,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm5-gap6-dy0p0,linear,flat,walk,5,6,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm5-gap6-dy1p0,linear,ascend,walk,5,6,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap6-dym1p0,linear,descend,walk,5,6,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap6-dym2p0,linear,descend,walk,5,6,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm5-gap7-dy0p0,linear,flat,walk,5,7,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm5-gap7-dy1p0,linear,ascend,walk,5,7,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap7-dym1p0,linear,descend,walk,5,7,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm5-gap7-dym2p0,linear,descend,walk,5,7,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm6-gap0-dy0p0,linear,flat,walk,6,0,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm6-gap0-dy1p0,linear,ascend,walk,6,0,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap0-dym1p0,linear,descend,walk,6,0,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap0-dym2p0,linear,descend,walk,6,0,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm6-gap1-dy0p0,linear,flat,walk,6,1,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm6-gap1-dy1p0,linear,ascend,walk,6,1,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap1-dym1p0,linear,descend,walk,6,1,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap1-dym2p0,linear,descend,walk,6,1,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm6-gap2-dy0p0,linear,flat,walk,6,2,0.0,,,,True,3.624068976796577,1.2522033525119995,1.4240689767965766,
linear-ascend-walk-mm6-gap2-dy1p0,linear,ascend,walk,6,2,1.0,,,,True,2.848647425897918,1.2522033525119995,0.6486474258979178,
linear-descend-walk-mm6-gap2-dym1p0,linear,descend,walk,6,2,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap2-dym2p0,linear,descend,walk,6,2,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm6-gap3-dy0p0,linear,flat,walk,6,3,0.0,,,,True,3.624068976796577,1.2522033525119995,0.4240689767965766,
linear-ascend-walk-mm6-gap3-dy1p0,linear,ascend,walk,6,3,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap3-dym1p0,linear,descend,walk,6,3,-1.0,,,,True,4.103575961013412,1.2522033525119995,0.903575961013412,
linear-descend-walk-mm6-gap3-dym2p0,linear,descend,walk,6,3,-2.0,,,,True,4.484244284075144,1.2522033525119995,1.284244284075144,
linear-flat-walk-mm6-gap4-dy0p0,linear,flat,walk,6,4,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm6-gap4-dy1p0,linear,ascend,walk,6,4,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap4-dym1p0,linear,descend,walk,6,4,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap4-dym2p0,linear,descend,walk,6,4,-2.0,,,,True,4.484244284075144,1.2522033525119995,0.284244284075144,
linear-flat-walk-mm6-gap5-dy0p0,linear,flat,walk,6,5,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm6-gap5-dy1p0,linear,ascend,walk,6,5,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap5-dym1p0,linear,descend,walk,6,5,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap5-dym2p0,linear,descend,walk,6,5,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm6-gap6-dy0p0,linear,flat,walk,6,6,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm6-gap6-dy1p0,linear,ascend,walk,6,6,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap6-dym1p0,linear,descend,walk,6,6,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap6-dym2p0,linear,descend,walk,6,6,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm6-gap7-dy0p0,linear,flat,walk,6,7,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm6-gap7-dy1p0,linear,ascend,walk,6,7,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap7-dym1p0,linear,descend,walk,6,7,-1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm6-gap7-dym2p0,linear,descend,walk,6,7,-2.0,,,,False,,1.2522033525119995,,
linear-flat-walk-mm7-gap0-dy0p0,linear,flat,walk,7,0,0.0,,,,False,,1.2522033525119995,,
linear-ascend-walk-mm7-gap0-dy1p0,linear,ascend,walk,7,0,1.0,,,,False,,1.2522033525119995,,
linear-descend-walk-mm7-gap0-dym1p0,linear,descend,walk,7,0,-1.0,,,,False,,1.2522033525119995,,
